State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Year,Year Code,Births,% of Total Births,Average Age of Mother (years),Standard Deviation for Average Age of Mother
Washington,53,25-29 years,25-29,High school graduate or GED completed,3,2021,2021,4169,0.02%,26.91,1.41
Washington,53,25-29 years,25-29,High school graduate or GED completed,3,2022,2022,3977,0.02%,26.89,1.41
Washington,53,25-29 years,25-29,High school graduate or GED completed,3,2023,2023,4023,0.02%,26.89,1.42
Washington,53,25-29 years,25-29,"Some college credit, but not a degree",4,2018,2018,5427,0.03%,27,1.39
Washington,53,25-29 years,25-29,"Some college credit, but not a degree",4,2019,2019,5269,0.03%,27.03,1.41
Washington,53,25-29 years,25-29,"Some college credit, but not a degree",4,2020,2020,5011,0.03%,27.07,1.4
Washington,53,25-29 years,25-29,"Some college credit, but not a degree",4,2021,2021,4924,0.03%,27.08,1.39
Washington,53,25-29 years,25-29,"Some college credit, but not a degree",4,2022,2022,4425,0.03%,27.09,1.42
Washington,53,25-29 years,25-29,"Some college credit, but not a degree",4,2023,2023,4068,0.02%,27.02,1.41
Washington,53,25-29 years,25-29,"Associate degree (AA, AS)",5,2018,2018,2327,0.01%,27.13,1.37
Washington,53,25-29 years,25-29,"Associate degree (AA, AS)",5,2019,2019,2277,0.01%,27.21,1.42
Washington,53,25-29 years,25-29,"Associate degree (AA, AS)",5,2020,2020,2120,0.01%,27.19,1.38
Washington,53,25-29 years,25-29,"Associate degree (AA, AS)",5,2021,2021,2120,0.01%,27.19,1.41
Washington,53,25-29 years,25-29,"Associate degree (AA, AS)",5,2022,2022,2035,0.01%,27.15,1.39
Washington,53,25-29 years,25-29,"Associate degree (AA, AS)",5,2023,2023,1872,0.01%,27.19,1.39
Washington,53,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2018,2018,3646,0.02%,27.47,1.34
Washington,53,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2019,2019,3604,0.02%,27.43,1.36
Washington,53,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2020,2020,3534,0.02%,27.48,1.35
Washington,53,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2021,2021,3644,0.02%,27.41,1.36
Washington,53,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2022,2022,3416,0.02%,27.44,1.36
Washington,53,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2023,2023,3354,0.02%,27.38,1.35
Washington,53,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,849,0.00%,27.81,1.18
Washington,53,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,838,0.00%,27.81,1.28
Washington,53,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,945,0.01%,27.74,1.25
Washington,53,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,1011,0.01%,27.74,1.24
Washington,53,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,1031,0.01%,27.7,1.25
Washington,53,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,1052,0.01%,27.71,1.25
Washington,53,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,121,0.00%,27.84,1.19
Washington,53,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,119,0.00%,28.22,0.96
Washington,53,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,142,0.00%,28.13,1.07
Washington,53,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,136,0.00%,27.99,1.14
Washington,53,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,142,0.00%,27.91,1.14
Washington,53,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,117,0.00%,28.04,0.98
Washington,53,25-29 years,25-29,Unknown or Not Stated,Unk,2018,2018,202,0.00%,27.08,1.35
Washington,53,25-29 years,25-29,Unknown or Not Stated,Unk,2019,2019,272,0.00%,27.17,1.45
Washington,53,25-29 years,25-29,Unknown or Not Stated,Unk,2020,2020,270,0.00%,27.14,1.43
Washington,53,25-29 years,25-29,Unknown or Not Stated,Unk,2021,2021,392,0.00%,27.11,1.41
Washington,53,25-29 years,25-29,Unknown or Not Stated,Unk,2022,2022,365,0.00%,27.08,1.43
Washington,53,25-29 years,25-29,Unknown or Not Stated,Unk,2023,2023,298,0.00%,27.25,1.35
Washington,53,30-34 years,30-34,8th grade or less,1,2018,2018,64,0.00%,32.08,1.37
Washington,53,30-34 years,30-34,8th grade or less,1,2019,2019,42,0.00%,31.83,1.4
Washington,53,30-34 years,30-34,8th grade or less,1,2020,2020,45,0.00%,31.78,1.31
Washington,53,30-34 years,30-34,8th grade or less,1,2021,2021,51,0.00%,31.82,1.35
Washington,53,30-34 years,30-34,8th grade or less,1,2022,2022,44,0.00%,31.73,1.44
Washington,53,30-34 years,30-34,8th grade or less,1,2023,2023,26,0.00%,31.54,1.22
Washington,53,30-34 years,30-34,9th through 12th grade with no diploma,2,2018,2018,555,0.00%,31.7,1.4
Washington,53,30-34 years,30-34,9th through 12th grade with no diploma,2,2019,2019,550,0.00%,31.59,1.38
Washington,53,30-34 years,30-34,9th through 12th grade with no diploma,2,2020,2020,583,0.00%,31.62,1.35
Washington,53,30-34 years,30-34,9th through 12th grade with no diploma,2,2021,2021,542,0.00%,31.61,1.4
Washington,53,30-34 years,30-34,9th through 12th grade with no diploma,2,2022,2022,554,0.00%,31.66,1.35
Washington,53,30-34 years,30-34,9th through 12th grade with no diploma,2,2023,2023,511,0.00%,31.7,1.38
Washington,53,30-34 years,30-34,High school graduate or GED completed,3,2018,2018,2485,0.01%,31.72,1.38
Washington,53,30-34 years,30-34,High school graduate or GED completed,3,2019,2019,2428,0.01%,31.7,1.38
Washington,53,30-34 years,30-34,High school graduate or GED completed,3,2020,2020,2487,0.01%,31.74,1.39
Washington,53,30-34 years,30-34,High school graduate or GED completed,3,2021,2021,2594,0.02%,31.7,1.38
Washington,53,30-34 years,30-34,High school graduate or GED completed,3,2022,2022,2558,0.01%,31.7,1.36
Washington,53,30-34 years,30-34,High school graduate or GED completed,3,2023,2023,2525,0.01%,31.7,1.37
Washington,53,30-34 years,30-34,"Some college credit, but not a degree",4,2018,2018,3911,0.02%,31.8,1.39
Washington,53,30-34 years,30-34,"Some college credit, but not a degree",4,2019,2019,3827,0.02%,31.75,1.4
Washington,53,30-34 years,30-34,"Some college credit, but not a degree",4,2020,2020,3847,0.02%,31.79,1.39
Washington,53,30-34 years,30-34,"Some college credit, but not a degree",4,2021,2021,3902,0.02%,31.8,1.41
Washington,53,30-34 years,30-34,"Some college credit, but not a degree",4,2022,2022,3738,0.02%,31.78,1.37
Washington,53,30-34 years,30-34,"Some college credit, but not a degree",4,2023,2023,3514,0.02%,31.81,1.41
Washington,53,30-34 years,30-34,"Associate degree (AA, AS)",5,2018,2018,2162,0.01%,31.8,1.38
Washington,53,30-34 years,30-34,"Associate degree (AA, AS)",5,2019,2019,2019,0.01%,31.85,1.43
Washington,53,30-34 years,30-34,"Associate degree (AA, AS)",5,2020,2020,2010,0.01%,31.81,1.36
Washington,53,30-34 years,30-34,"Associate degree (AA, AS)",5,2021,2021,2092,0.01%,31.76,1.38
Washington,53,30-34 years,30-34,"Associate degree (AA, AS)",5,2022,2022,2043,0.01%,31.78,1.4
Washington,53,30-34 years,30-34,"Associate degree (AA, AS)",5,2023,2023,1954,0.01%,31.88,1.39
Washington,53,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2018,2018,6078,0.04%,31.95,1.4
Washington,53,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2019,2019,5830,0.03%,31.97,1.38
Washington,53,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2020,2020,5872,0.03%,31.94,1.38
Washington,53,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2021,2021,6187,0.04%,31.97,1.38
Washington,53,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2022,2022,5879,0.03%,31.98,1.4
Washington,53,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2023,2023,5815,0.03%,32.01,1.38
Washington,53,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,2650,0.02%,32.13,1.37
Washington,53,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,2613,0.02%,32.15,1.36
Washington,53,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,2711,0.02%,32.16,1.4
Washington,53,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,2769,0.02%,32.14,1.38
Washington,53,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,2767,0.02%,32.15,1.37
Washington,53,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,2725,0.02%,32.12,1.37
Washington,53,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,766,0.00%,32.33,1.35
Washington,53,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,814,0.00%,32.41,1.31
Washington,53,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,796,0.00%,32.32,1.35
Washington,53,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,784,0.00%,32.44,1.32
Washington,53,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,757,0.00%,32.33,1.34
Washington,53,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,760,0.00%,32.29,1.32
Washington,53,30-34 years,30-34,Unknown or Not Stated,Unk,2018,2018,218,0.00%,32.01,1.39
Washington,53,30-34 years,30-34,Unknown or Not Stated,Unk,2019,2019,260,0.00%,31.92,1.38
Washington,53,30-34 years,30-34,Unknown or Not Stated,Unk,2020,2020,276,0.00%,32.01,1.45
Washington,53,30-34 years,30-34,Unknown or Not Stated,Unk,2021,2021,466,0.00%,32.03,1.34
Washington,53,30-34 years,30-34,Unknown or Not Stated,Unk,2022,2022,416,0.00%,31.9,1.42
Washington,53,30-34 years,30-34,Unknown or Not Stated,Unk,2023,2023,421,0.00%,32.1,1.4
Washington,53,35-39 years,35-39,8th grade or less,1,2018,2018,39,0.00%,36.9,1.43
Washington,53,35-39 years,35-39,8th grade or less,1,2019,2019,36,0.00%,36.58,1.48
Washington,53,35-39 years,35-39,8th grade or less,1,2020,2020,23,0.00%,36.91,1.41
Washington,53,35-39 years,35-39,8th grade or less,1,2021,2021,28,0.00%,36.5,1.38
Washington,53,35-39 years,35-39,8th grade or less,1,2023,2023,22,0.00%,36.32,1.36
Washington,53,35-39 years,35-39,9th through 12th grade with no diploma,2,2018,2018,208,0.00%,36.46,1.28
Washington,53,35-39 years,35-39,9th through 12th grade with no diploma,2,2019,2019,222,0.00%,36.64,1.37
Washington,53,35-39 years,35-39,9th through 12th grade with no diploma,2,2020,2020,223,0.00%,36.44,1.37
Washington,53,35-39 years,35-39,9th through 12th grade with no diploma,2,2021,2021,207,0.00%,36.38,1.22
Washington,53,35-39 years,35-39,9th through 12th grade with no diploma,2,2022,2022,218,0.00%,36.61,1.38
Washington,53,35-39 years,35-39,9th through 12th grade with no diploma,2,2023,2023,203,0.00%,36.48,1.4
Washington,53,35-39 years,35-39,High school graduate or GED completed,3,2018,2018,967,0.01%,36.55,1.34
Washington,53,35-39 years,35-39,High school graduate or GED completed,3,2019,2019,973,0.01%,36.54,1.36
Washington,53,35-39 years,35-39,High school graduate or GED completed,3,2020,2020,1057,0.01%,36.52,1.36
Washington,53,35-39 years,35-39,High school graduate or GED completed,3,2021,2021,979,0.01%,36.49,1.36
Washington,53,35-39 years,35-39,High school graduate or GED completed,3,2022,2022,1011,0.01%,36.51,1.36
Washington,53,35-39 years,35-39,High school graduate or GED completed,3,2023,2023,1053,0.01%,36.49,1.32
Washington,53,35-39 years,35-39,"Some college credit, but not a degree",4,2018,2018,1745,0.01%,36.49,1.31
Washington,53,35-39 years,35-39,"Some college credit, but not a degree",4,2019,2019,1696,0.01%,36.53,1.36
Washington,53,35-39 years,35-39,"Some college credit, but not a degree",4,2020,2020,1763,0.01%,36.53,1.34
Washington,53,35-39 years,35-39,"Some college credit, but not a degree",4,2021,2021,1739,0.01%,36.5,1.35
Washington,53,35-39 years,35-39,"Some college credit, but not a degree",4,2022,2022,1677,0.01%,36.56,1.36
Washington,53,35-39 years,35-39,"Some college credit, but not a degree",4,2023,2023,1556,0.01%,36.57,1.35
Washington,53,35-39 years,35-39,"Associate degree (AA, AS)",5,2018,2018,1048,0.01%,36.43,1.28
Washington,53,35-39 years,35-39,"Associate degree (AA, AS)",5,2019,2019,1052,0.01%,36.59,1.37
Washington,53,35-39 years,35-39,"Associate degree (AA, AS)",5,2020,2020,969,0.01%,36.55,1.37
Washington,53,35-39 years,35-39,"Associate degree (AA, AS)",5,2021,2021,1032,0.01%,36.49,1.34
Washington,53,35-39 years,35-39,"Associate degree (AA, AS)",5,2022,2022,1086,0.01%,36.54,1.33
Washington,53,35-39 years,35-39,"Associate degree (AA, AS)",5,2023,2023,889,0.01%,36.58,1.41
Washington,53,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2018,2018,2959,0.02%,36.5,1.32
Washington,53,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2019,2019,3033,0.02%,36.53,1.33
Washington,53,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2020,2020,3057,0.02%,36.52,1.36
Washington,53,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2021,2021,3333,0.02%,36.54,1.37
Washington,53,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2022,2022,3266,0.02%,36.52,1.35
Washington,53,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2023,2023,3163,0.02%,36.54,1.36
Washington,53,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,1782,0.01%,36.57,1.34
Washington,53,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,1795,0.01%,36.57,1.35
Washington,53,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,1921,0.01%,36.51,1.34
Washington,53,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,2045,0.01%,36.56,1.34
Washington,53,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,2037,0.01%,36.61,1.37
Washington,53,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,1994,0.01%,36.62,1.34
Washington,53,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,756,0.00%,36.59,1.36
Washington,53,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,693,0.00%,36.55,1.33
Washington,53,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,727,0.00%,36.6,1.4
Washington,53,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,812,0.00%,36.63,1.4
Washington,53,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,796,0.00%,36.61,1.35
Washington,53,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,736,0.00%,36.6,1.36
Washington,53,35-39 years,35-39,Unknown or Not Stated,Unk,2018,2018,133,0.00%,36.72,1.37
Washington,53,35-39 years,35-39,Unknown or Not Stated,Unk,2019,2019,171,0.00%,36.76,1.41
Washington,53,35-39 years,35-39,Unknown or Not Stated,Unk,2020,2020,170,0.00%,36.7,1.38
Washington,53,35-39 years,35-39,Unknown or Not Stated,Unk,2021,2021,243,0.00%,36.65,1.35
Washington,53,35-39 years,35-39,Unknown or Not Stated,Unk,2022,2022,246,0.00%,36.54,1.39
Washington,53,35-39 years,35-39,Unknown or Not Stated,Unk,2023,2023,236,0.00%,36.66,1.34
Washington,53,40-44 years,40-44,9th through 12th grade with no diploma,2,2018,2018,37,0.00%,41.24,1.1
Washington,53,40-44 years,40-44,9th through 12th grade with no diploma,2,2019,2019,37,0.00%,40.97,1.08
Washington,53,40-44 years,40-44,9th through 12th grade with no diploma,2,2020,2020,34,0.00%,40.71,1.07
Washington,53,40-44 years,40-44,9th through 12th grade with no diploma,2,2021,2021,33,0.00%,41,1.13
Washington,53,40-44 years,40-44,9th through 12th grade with no diploma,2,2022,2022,38,0.00%,40.97,0.9
Washington,53,40-44 years,40-44,9th through 12th grade with no diploma,2,2023,2023,44,0.00%,41.09,1.04
Washington,53,40-44 years,40-44,High school graduate or GED completed,3,2018,2018,184,0.00%,41.14,1.21
Washington,53,40-44 years,40-44,High school graduate or GED completed,3,2019,2019,200,0.00%,40.9,1.1
Washington,53,40-44 years,40-44,High school graduate or GED completed,3,2020,2020,213,0.00%,41.02,1.15
Washington,53,40-44 years,40-44,High school graduate or GED completed,3,2021,2021,213,0.00%,41.07,1.18
Washington,53,40-44 years,40-44,High school graduate or GED completed,3,2022,2022,179,0.00%,41.18,1.21
Washington,53,40-44 years,40-44,High school graduate or GED completed,3,2023,2023,205,0.00%,41.17,1.19
Washington,53,40-44 years,40-44,"Some college credit, but not a degree",4,2018,2018,336,0.00%,41.1,1.17
Washington,53,40-44 years,40-44,"Some college credit, but not a degree",4,2019,2019,351,0.00%,41.08,1.17
Washington,53,40-44 years,40-44,"Some college credit, but not a degree",4,2020,2020,321,0.00%,41.12,1.2
Washington,53,40-44 years,40-44,"Some college credit, but not a degree",4,2021,2021,313,0.00%,41.14,1.23
Washington,53,40-44 years,40-44,"Some college credit, but not a degree",4,2022,2022,363,0.00%,41.09,1.16
Washington,53,40-44 years,40-44,"Some college credit, but not a degree",4,2023,2023,353,0.00%,41.18,1.21
Washington,53,40-44 years,40-44,"Associate degree (AA, AS)",5,2018,2018,198,0.00%,41.06,1.17
Washington,53,40-44 years,40-44,"Associate degree (AA, AS)",5,2019,2019,179,0.00%,40.92,1.17
Washington,53,40-44 years,40-44,"Associate degree (AA, AS)",5,2020,2020,171,0.00%,41.04,1.15
Washington,53,40-44 years,40-44,"Associate degree (AA, AS)",5,2021,2021,197,0.00%,41.13,1.22
Washington,53,40-44 years,40-44,"Associate degree (AA, AS)",5,2022,2022,218,0.00%,41.13,1.15
Washington,53,40-44 years,40-44,"Associate degree (AA, AS)",5,2023,2023,191,0.00%,41.02,1.14
Washington,53,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2018,2018,506,0.00%,41.08,1.18
Washington,53,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2019,2019,515,0.00%,41.04,1.18
Washington,53,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2020,2020,515,0.00%,41.09,1.21
Washington,53,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2021,2021,547,0.00%,41.06,1.2
Washington,53,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2022,2022,589,0.00%,41.2,1.27
Washington,53,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2023,2023,611,0.00%,41.18,1.23
Washington,53,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,294,0.00%,41.18,1.21
Washington,53,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,343,0.00%,41.01,1.18
Washington,53,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,343,0.00%,41.12,1.2
Washington,53,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,380,0.00%,41.12,1.23
Washington,53,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,437,0.00%,41.22,1.27
Washington,53,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,393,0.00%,41.19,1.17
Washington,53,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,141,0.00%,41.13,1.26
Washington,53,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,149,0.00%,41.13,1.29
Washington,53,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,171,0.00%,41.03,1.06
Washington,53,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,167,0.00%,41.17,1.21
Washington,53,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,184,0.00%,41.07,1.23
Washington,53,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,185,0.00%,41.26,1.32
Washington,53,40-44 years,40-44,Unknown or Not Stated,Unk,2018,2018,26,0.00%,41.27,1.26
Washington,53,40-44 years,40-44,Unknown or Not Stated,Unk,2019,2019,42,0.00%,41.26,1.22
Washington,53,40-44 years,40-44,Unknown or Not Stated,Unk,2020,2020,44,0.00%,40.77,0.95
Washington,53,40-44 years,40-44,Unknown or Not Stated,Unk,2021,2021,60,0.00%,40.87,1.06
Washington,53,40-44 years,40-44,Unknown or Not Stated,Unk,2022,2022,63,0.00%,41.14,1.33
Washington,53,40-44 years,40-44,Unknown or Not Stated,Unk,2023,2023,53,0.00%,41.19,1.23
Washington,53,45-49 years,45-49,High school graduate or GED completed,3,2018,2018,10,0.00%,45.7,1
Washington,53,45-49 years,45-49,High school graduate or GED completed,3,2020,2020,16,0.00%,45.88,0.86
Washington,53,45-49 years,45-49,High school graduate or GED completed,3,2022,2022,12,0.00%,46.33,1.25
Washington,53,45-49 years,45-49,"Some college credit, but not a degree",4,2018,2018,18,0.00%,45.83,1.3
Washington,53,45-49 years,45-49,"Some college credit, but not a degree",4,2019,2019,19,0.00%,46.63,1.22
Washington,53,45-49 years,45-49,"Some college credit, but not a degree",4,2020,2020,17,0.00%,45.41,0.49
Washington,53,45-49 years,45-49,"Some college credit, but not a degree",4,2021,2021,22,0.00%,46.82,1.56
Washington,53,45-49 years,45-49,"Some college credit, but not a degree",4,2022,2022,18,0.00%,45.67,0.82
Washington,53,45-49 years,45-49,"Some college credit, but not a degree",4,2023,2023,20,0.00%,45.85,1.01
Washington,53,45-49 years,45-49,"Associate degree (AA, AS)",5,2021,2021,11,0.00%,45.73,0.96
Washington,53,45-49 years,45-49,"Associate degree (AA, AS)",5,2022,2022,14,0.00%,45.5,0.91
Washington,53,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2018,2018,37,0.00%,45.86,0.96
Washington,53,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2019,2019,31,0.00%,46.03,1.28
Washington,53,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2020,2020,43,0.00%,45.98,1.25
Washington,53,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2021,2021,35,0.00%,46.26,1.27
Washington,53,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2022,2022,32,0.00%,46.03,1.13
Washington,53,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2023,2023,30,0.00%,46.37,1.43
Washington,53,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,23,0.00%,46,1.25
Washington,53,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,29,0.00%,46.52,1.22
Washington,53,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,22,0.00%,46.05,1.11
Washington,53,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,31,0.00%,46.29,1.3
Washington,53,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,32,0.00%,46.06,1.25
Washington,53,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,30,0.00%,46.47,1.33
Washington,53,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,12,0.00%,46.33,1.18
Washington,53,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,19,0.00%,45.74,1.02
Washington,53,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,13,0.00%,45.69,0.91
Washington,53,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,15,0.00%,46.33,0.94
Washington,53,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,15,0.00%,46.13,1.31
West Virginia,54,Under 15 years,15,8th grade or less,1,2020,2020,11,0.00%,13.82,0.39
West Virginia,54,15-19 years,15-19,8th grade or less,1,2018,2018,21,0.00%,16.9,1.6
West Virginia,54,15-19 years,15-19,8th grade or less,1,2019,2019,15,0.00%,17.13,1.67
West Virginia,54,15-19 years,15-19,8th grade or less,1,2020,2020,22,0.00%,16.64,1.52
West Virginia,54,15-19 years,15-19,8th grade or less,1,2021,2021,25,0.00%,17.08,1.32
West Virginia,54,15-19 years,15-19,8th grade or less,1,2022,2022,10,0.00%,16.1,1.22
West Virginia,54,15-19 years,15-19,8th grade or less,1,2023,2023,12,0.00%,16.33,1.49
West Virginia,54,15-19 years,15-19,9th through 12th grade with no diploma,2,2018,2018,544,0.00%,17.64,1.17
West Virginia,54,15-19 years,15-19,9th through 12th grade with no diploma,2,2019,2019,533,0.00%,17.65,1.16
West Virginia,54,15-19 years,15-19,9th through 12th grade with no diploma,2,2020,2020,472,0.00%,17.52,1.19
West Virginia,54,15-19 years,15-19,9th through 12th grade with no diploma,2,2021,2021,423,0.00%,17.59,1.18
West Virginia,54,15-19 years,15-19,9th through 12th grade with no diploma,2,2022,2022,405,0.00%,17.63,1.23
West Virginia,54,15-19 years,15-19,9th through 12th grade with no diploma,2,2023,2023,382,0.00%,17.63,1.21
West Virginia,54,15-19 years,15-19,High school graduate or GED completed,3,2018,2018,599,0.00%,18.64,0.55
West Virginia,54,15-19 years,15-19,High school graduate or GED completed,3,2019,2019,610,0.00%,18.6,0.6
